INFO   | jvm 1    | 2016/11/29 13:34:28 |             E:\APGFileIntegration\8_StringMover\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2016/11/29 13:34:28 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2016/11/29 13:34:28 | 
INFO   | jvm 1    | 2016/11/29 13:34:28 | WrapperSimpleApp: Unable to locate the class com.xerox.StringMover.StringMover: java.lang.ClassNotFoundException: com.xerox.StringMover.StringMover
INFO   | jvm 1    | 2016/11/29 13:34:28 | 
INFO   | jvm 1    | 2016/11/29 13:34:28 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2016/11/29 13:34:28 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class} [app_arguments]
INFO   | jvm 1    | 2016/11/29 13:34:28 | 
INFO   | jvm 1    | 2016/11/29 13:34:28 | Where:
INFO   | jvm 1    | 2016/11/29 13:34:28 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2016/11/29 13:34:28 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2016/11/29 13:34:28 |                   application.
STATUS | wrapper  | 2016/11/29 13:34:30 | <-- Wrapper Stopped
STATUS | wrapper  | 2016/11/29 13:37:06 | StringMover removed.
FATAL  | wrapper  | 2016/11/29 13:37:25 | OpenSCManager failed - Access is denied. (0x5)
ERROR  | wrapper  | 2016/11/29 13:38:22 | DeleteService failed - The specified service has been marked for deletion. (0x430)
FATAL  | wrapper  | 2016/11/29 20:13:14 | OpenSCManager failed - Access is denied. (0x5)
STATUS | wrapper  | 2016/11/29 20:13:36 | StringMover installed.
